path,issue_type,details
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0131_Training_Headquarters_Versus_Guardian_Headquarters.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0131_Training_Headquarters_Versus_Guardian_Headquarters.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0132_Entrusted_Capital_Principle.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0132_Entrusted_Capital_Principle.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0133_Vault_Opening_Ritual.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0133_Vault_Opening_Ritual.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0134_Guardian_Language_Set.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0134_Guardian_Language_Set.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0135_Guardian_Lighting_And_Seal.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0135_Guardian_Lighting_And_Seal.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0136_Capital_Status_Not_PnL_Hero.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0136_Capital_Status_Not_PnL_Hero.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0137_Guardian_Historical_Risk_Memory.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0137_Guardian_Historical_Risk_Memory.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0138_Guardian_Shadow.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0138_Guardian_Shadow.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0139_Sentinel.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0139_Sentinel.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0140_Guardian_Lock.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0140_Guardian_Lock.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0141_Guardian_Unlock_Procedure.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0141_Guardian_Unlock_Procedure.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0142_Guardian_Integrity.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0142_Guardian_Integrity.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0143_Guardian_Bell.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0143_Guardian_Bell.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0144_Guardian_Room.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0144_Guardian_Room.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0145_Legacy_Protocol.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0145_Legacy_Protocol.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0146_Career_Projection.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0146_Career_Projection.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0147_Votes_For_Identity.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0147_Votes_For_Identity.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0148_Internal_Affairs_Integrity_Protection.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0148_Internal_Affairs_Integrity_Protection.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0001_Design_Constitution.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0001_Design_Constitution.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0002_Expensive_Not_Luxurious.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0002_Expensive_Not_Luxurious.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0003_Information_Hierarchy.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0003_Information_Hierarchy.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0004_One_Objective_Per_Screen.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0004_One_Objective_Per_Screen.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0005_Motion_Has_Meaning.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0005_Motion_Has_Meaning.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0006_Color_Earns_Existence.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0006_Color_Earns_Existence.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0007_Sound_Has_Purpose.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0007_Sound_Has_Purpose.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0008_Attention_Respect_Law.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0008_Attention_Respect_Law.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0009_Headquarters_Language_Dictionary.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0009_Headquarters_Language_Dictionary.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0010_Typography_Direction.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0010_Typography_Direction.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0011_Room_Soundtracks.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0011_Room_Soundtracks.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0012_Lighting_Engine.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0012_Lighting_Engine.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0013_Chair_As_Control_Symbol.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0013_Chair_As_Control_Symbol.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0014_Dynamic_Opening_Room.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0014_Dynamic_Opening_Room.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0015_Central_Holographic_Table.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0015_Central_Holographic_Table.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0016_Commander_No_Avatar.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0016_Commander_No_Avatar.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0017_Headquarters_Heartbeat.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0017_Headquarters_Heartbeat.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0018_Fictional_Institution_Real_Behavioral_Value.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0018_Fictional_Institution_Real_Behavioral_Value.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0019_Project_Naming_Evolution.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0019_Project_Naming_Evolution.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/Phase_02_to_03_Summary.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/Phase_02_to_03_Summary.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/Phase_02_to_03_Summary.md,MISSING_DEPENDENCIES,Recovery spec lacks dependencies
HDR/13_PHASE_RECOVERY/Phase_02_to_03/Phase_02_to_03_Summary.md,MISSING_ACCEPTANCE,Recovery spec lacks acceptance criteria
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0001_Design_Constitution.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0001_Design_Constitution.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0002_Expensive_Minimalism.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0002_Expensive_Minimalism.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0003_Silence_Priority_Principle.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0003_Silence_Priority_Principle.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0004_Information_Hierarchy_Law.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0004_Information_Hierarchy_Law.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0005_One_Objective_Per_Screen.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0005_One_Objective_Per_Screen.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0006_Motion_Has_Meaning.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0006_Motion_Has_Meaning.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0007_Color_Meaning_System.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0007_Color_Meaning_System.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0008_Sound_Purpose_System.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0008_Sound_Purpose_System.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0009_Attention_Respect_Law.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0009_Attention_Respect_Law.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0010_Headquarters_Terminology_Replacement.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0010_Headquarters_Terminology_Replacement.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0011_Mission_Control_Typography.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0011_Mission_Control_Typography.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0012_Room_Soundtracks.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0012_Room_Soundtracks.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0013_Lighting_Engine.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0013_Lighting_Engine.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0014_Command_Chair_Control_Symbol.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0014_Command_Chair_Control_Symbol.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0015_Dynamic_Initial_Room_Selection.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0015_Dynamic_Initial_Room_Selection.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0016_Central_Holographic_Table_Function.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0016_Central_Holographic_Table_Function.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0017_No_Commander_Avatar_Rule.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0017_No_Commander_Avatar_Rule.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0018_Institutional_Heartbeat.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0018_Institutional_Heartbeat.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0019_Fictional_Institution_Real_Psychology.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0019_Fictional_Institution_Real_Psychology.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0020_Headquarters_Naming_Evolution.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0020_Headquarters_Naming_Evolution.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0021_Internal_Affairs_Department.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0021_Internal_Affairs_Department.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0022_Internal_Affairs_Room.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0022_Internal_Affairs_Room.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0023_Statement_Inconsistency_Detection.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0023_Statement_Inconsistency_Detection.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0024_Report_Reliability_Score.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0024_Report_Reliability_Score.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0025_Operation_Cover_Up_Case_File.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0025_Operation_Cover_Up_Case_File.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0026_Evidence_Wall.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0026_Evidence_Wall.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0027_Institutional_Witness_System.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0027_Institutional_Witness_System.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0028_No_Accusation_Rule.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0028_No_Accusation_Rule.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0029_Lucky_Win_Investigation.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0029_Lucky_Win_Investigation.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0030_Outcome_Not_Supported_By_Doctrine_Classification.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0030_Outcome_Not_Supported_By_Doctrine_Classification.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0031_Quality_Assurance_Department.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0031_Quality_Assurance_Department.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0032_Institution_Admits_Mistakes.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0032_Institution_Admits_Mistakes.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0033_Ethics_Committee.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0033_Ethics_Committee.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0034_Constitutional_Court.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0034_Constitutional_Court.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0035_Doctrine_Does_Not_Negotiate_With_Emotion.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0035_Doctrine_Does_Not_Negotiate_With_Emotion.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0036_Engineering_Philosophy.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0036_Engineering_Philosophy.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0037_Friction_Is_A_Feature.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0037_Friction_Is_A_Feature.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0038_Every_Screen_Lowers_Cortisol.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0038_Every_Screen_Lowers_Cortisol.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0039_Operator_Is_Never_Rushed.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0039_Operator_Is_Never_Rushed.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0040_Rule_Of_One_Thought.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0040_Rule_Of_One_Thought.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0041_Commander_Three_Responsibilities.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0041_Commander_Three_Responsibilities.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0042_Ninety_Five_Percent_Silence_Rule.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0042_Ninety_Five_Percent_Silence_Rule.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0043_AI_Feels_Experienced_Not_Intelligent.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0043_AI_Feels_Experienced_Not_Intelligent.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0044_Institutional_Language_Ban_List.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0044_Institutional_Language_Ban_List.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0045_No_Flattery_Rule.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0045_No_Flattery_Rule.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0046_Discipline_Reserve.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0046_Discipline_Reserve.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0047_Mission_Recorder.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0047_Mission_Recorder.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0048_Archive_Vault.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0048_Archive_Vault.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0049_Maintenance_Days.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0049_Maintenance_Days.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0050_Headquarters_Health.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0050_Headquarters_Health.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0051_Living_Campaign_Map.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0051_Living_Campaign_Map.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0052_Founder_Engineering_Creed.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0052_Founder_Engineering_Creed.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0053_Behavioral_Engine.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0053_Behavioral_Engine.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0054_Command_Chair_Engine.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0054_Command_Chair_Engine.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0055_Behavioral_Fingerprints.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0055_Behavioral_Fingerprints.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0056_Identity_Drift_Algorithm.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0056_Identity_Drift_Algorithm.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0057_Identity_Drift_Vector_Model.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
