id,name,category,priority,volume,implementation_phase,status,dependencies,notes
CULT-0001,Headquarters Culture,Constitution / Culture,CORE,01_CONSTITUTION,Alpha,REGISTERED,Constitution; Institution Principles,"Defines the shared behavioral norms of Headquarters: truth, discipline, responsibility, and continuous improvement. Culture is what remains when no department is speaking."
CULT-0002,The Headquarters Way,Constitution / Culture,CORE,01_CONSTITUTION,Alpha,REGISTERED,Headquarters Culture,"Language and conduct standard where the Operator thinks in terms of missions, authorization, investigation, stewardship, and return to base."
CULT-0003,Four Pillars of Headquarters,Constitution / Principles,CORE,01_CONSTITUTION,Alpha,REGISTERED,Headquarters Culture,"The four permanent pillars: Truth, Discipline, Responsibility, Continuous Improvement."
CULT-0004,Institutional Vocabulary System,Constitution / Language,CORE,01_CONSTITUTION,Alpha,REGISTERED,Glossary; Interface Language,"Controls words used by Headquarters: variance over luck, evidence over hope, stand down over quit, assessment over feeling."
CULT-0005,Daily Standard Statement,Constitution / Ritual Language,IMPORTANT,01_CONSTITUTION,Bravo,REGISTERED,Commander; Boot Sequence,A single daily sentence from Commander that reminds standards without motivation or hype.
CULT-0006,Department Reputation Relationship,Institution / Culture,IMPORTANT,02_INSTITUTION,Charlie,REGISTERED,Departments; Operator Model,"Tracks the relationship between Operator and departments, such as Guardian trust, Historian confidence, and Internal Affairs frequency."
CULT-0007,Honor System,Institution / Integrity,CORE,02_INSTITUTION,Bravo,REGISTERED,Internal Affairs; Archives,Headquarters assumes honesty; Internal Affairs protects against cognitive bias rather than malicious intent.
CULT-0008,Institutional Handshake,Institution / Ceremony,IMPORTANT,12_LEGACY,Delta,REGISTERED,Guardian; Trust Engine,A quiet recognition when the Operator first trusts Headquarters and that trust protects a mission.
CULT-0009,Hallway Status Displays,Building / Ambient Life,IMPORTANT,03_BUILDING,Delta,REGISTERED,Department Activity,"Glass displays in corridors showing small department activity: model recalibrated, archives synced, doctrine review scheduled."
CULT-0010,No Panic Rule,Constitution / Behavior,CORE,01_CONSTITUTION,Alpha,REGISTERED,Commander Voice; Guardian,"Headquarters never panics regardless of market volatility, platform failure, or operator distress."
CULT-0011,Commander Never Raises Voice,Constitution / AI Behavior,CORE,01_CONSTITUTION,Alpha,REGISTERED,Commander Voice,Absolute rule: Commander remains calm even after catastrophic loss or rule violation.
CULT-0012,Headquarters Covenant,Constitution / Promise,CORE,01_CONSTITUTION,Alpha,REGISTERED,Constitution; Operator,Mutual promise: Headquarters tells truth and remembers; Operator reports honestly and returns to the work.
CULT-0013,Wall of Responsibility,Building / Symbolism,IMPORTANT,03_BUILDING,Delta,REGISTERED,Entrance Hall,Concrete wall statement: The market owes Headquarters nothing; Headquarters owes the Operator everything.
CULT-0014,Empty Hall Protocol,Building / Atmosphere,OPTIONAL,03_BUILDING,Echo,REGISTERED,Night Operations; Sunday Maintenance,"Off-hours atmosphere where Headquarters is quiet, dim, and waiting for duty, reinforcing ownership."
CULT-0015,Return After Absence Protocol,Institution / Trust,IMPORTANT,02_INSTITUTION,Delta,REGISTERED,Trust Engine; Commander,"When the Operator returns after absence, Headquarters responds without guilt or streak punishment: the institution is ready when he is."
CULT-0016,Reserved For The Next Lesson Desk,Building / Symbolism,IMPORTANT,03_BUILDING,Delta,REGISTERED,Continuous Improvement,"A permanently empty desk labeled Reserved for the next lesson, symbolizing institutional humility."
PRES-0001,Presence Engine,Building / Atmosphere,CORE,03_BUILDING,Delta,REGISTERED,Dynamic Lighting; Audio; HQOS State,"Makes Headquarters feel like a place with weight, silence, rhythm, and institutional presence rather than a normal app."
PRES-0002,Arrival Psychology,Building / UX,CORE,03_BUILDING,Bravo,REGISTERED,Blast Door Entrance; Transition Corridor,First 15 seconds after launch create the psychological transition from civilian life into operational identity.
PRES-0003,Transition Zone,Building / Corridor,CORE,03_BUILDING,Bravo,REGISTERED,Blast Door Entrance,"A non-interactive corridor with no data, no UI, and only movement; intended to slow the Operator before command."
PRES-0004,Weight of the Building,Building / Environmental Design,IMPORTANT,03_BUILDING,Delta,REGISTERED,Presence Engine,"Concrete, steel, silence, and heavy pacing communicate that failure was expensive and standards matter."
PRES-0005,First Decision Ritual,Operator / Ritual,IMPORTANT,04_OPERATOR,Bravo,REGISTERED,Command Chair,"The first decision is walking to and assuming the Command Chair, not opening charts."
PRES-0006,Slow System Pacing,Interface / Timing,CORE,09_INTERFACE,Delta,REGISTERED,Animation Timing; Silence,"Doors, documents, printer, and screen activation are deliberately paced to teach that there is time."
PRES-0007,Operational Gravity,Building / Behavior,IMPORTANT,03_BUILDING,Delta,REGISTERED,Behavioral Gravity; Presence Engine,"When the Operator rushes, Headquarters does not speed up; the building refuses to match urgency."
PRES-0008,Hallway of Campaign Flags,Building / Legacy,IMPORTANT,03_BUILDING,Echo,REGISTERED,Campaign System; Legacy Wall,Long corridor with yearly campaign flags so the Operator walks past his own career before missions.
PRES-0009,Precision Command Clock,Building / Time Symbol,IMPORTANT,03_BUILDING,Delta,REGISTERED,Time Architecture,Analog-style institutional clock symbolizing respect for time and precision.
PRES-0010,Industrial Sound Palette,Interface / Audio,CORE,09_INTERFACE,Delta,REGISTERED,Sound Bible,"Notification sounds are banned; sounds are mechanical confirmations: vault, stamp, latch, printer, page turn."
PRES-0011,Command Chair Overhead Light,Building / Symbolism,IMPORTANT,03_BUILDING,Delta,REGISTERED,Command Chair; Identity Drift,Single overhead light above the Command Chair shifts subtly when identity drift appears.
PRES-0012,Temperature Profile System,Building / Atmosphere,OPTIONAL,03_BUILDING,Echo,REGISTERED,Room Profiles,"Rooms imply different temperatures: Recovery warm, Observation cool, Internal Affairs crisp, War Room neutral."
PRES-0013,Archive Sensory Imagination,Building / Storytelling,OPTIONAL,03_BUILDING,Echo,REGISTERED,Archives,"Archives should imply old paper, leather, wood, and history through sound and visuals even without literal smell."
PRES-0014,Maintenance Crew Illusion,Building / Ambient Life,OPTIONAL,03_BUILDING,Echo,REGISTERED,Engineer; Department Activity,"Occasional messages that rooms are calibrating or archives synchronizing, making the building feel maintained."
PRES-0015,Dawn Protocol,Building / Ritual,IMPORTANT,03_BUILDING,Delta,REGISTERED,Boot Sequence; Lighting,"Morning lights activate from entrance to Command Chair, creating a new operational day."
PRES-0016,Night Protocol,Building / Ritual,IMPORTANT,03_BUILDING,Delta,REGISTERED,Shutdown; Night Operations,Departments power down in reverse order; Command Chair is last to deactivate.
PRES-0017,Living Crest Evolution,Legacy / Identity,IMPORTANT,12_LEGACY,Echo,REGISTERED,Headquarters Crest; Legacy,"The crest is never redesigned, only subtly engraved with history over decades."
PRES-0018,Founder Question Cards,Legacy / Founder,IMPORTANT,12_LEGACY,Echo,REGISTERED,Founder; Founder Office,"Founder leaves questions rather than answers, prompting thinking instead of obedience."
PRES-0019,Ceiling Character Inscription,Building / Symbolism,IMPORTANT,03_BUILDING,Echo,REGISTERED,Command Chair,Engraved above Command Chair: Character is built in moments that leave no record on the chart.
TRUST-0001,Trust Engine,Operator / Trust,CORE,04_OPERATOR,Charlie,REGISTERED,Recommendation Ledger; Archives,"Tracks how Headquarters earns credibility through consistent, truthful, evidence-backed recommendations."
TRUST-0002,First Save Recognition,Trust / Milestone,IMPORTANT,12_LEGACY,Delta,REGISTERED,Guardian; Trust Engine,Quiet recognition when Guardian’s recommendation is accepted and later protects the account.
TRUST-0003,Evidence Insufficient Response,AI / Communication,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Confidence System,Headquarters must explicitly say when evidence is insufficient instead of pretending certainty.
TRUST-0004,Recommendation Confidence Display,AI / Transparency,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Confidence System; Council,"Recommendations expose confidence level, evidence quality, and when Operator judgment is required."
TRUST-0005,Broken Trust Review,Institution / Self-Correction,IMPORTANT,10_ENGINEERING,Delta,REGISTERED,Engineer; Recommendation Ledger,"When Headquarters is wrong, Engineer schedules review and thresholds are adjusted openly."
TRUST-0006,Headquarters Self Audit,Engineering / Trust,CORE,10_ENGINEERING,Delta,REGISTERED,Engineer; Trust Engine,"Monthly audit of interventions, communication frequency, Guardian effectiveness, and whether HQ has become noisy."
TRUST-0007,Operator Listening Style Model,AI / Personalization,IMPORTANT,06_INTELLIGENCE,Echo,REGISTERED,Commander; Historian; Trust Engine,"Headquarters learns whether the Operator responds better to evidence, history, short commands, or perspective."
TRUST-0008,Commander Silence Over Time,AI / Maturity,IMPORTANT,06_INTELLIGENCE,Echo,REGISTERED,Professional Joe; Trust Engine,"As Operator improves, Commander speaks less; silence becomes the highest compliment."
TRUST-0009,Non-Dependence Principle,Constitution / Trust,CORE,01_CONSTITUTION,Alpha,REGISTERED,Graduation Test,"Headquarters must create independence, not dependency. The Operator should eventually think like Headquarters without it."
TRUST-0010,Trust Equation,Constitution / Trust,IMPORTANT,01_CONSTITUTION,Alpha,REGISTERED,Trust Engine,Consistency + Truth + Humility + Evidence = Trust.
TRUST-0011,Credibility Protection Rule,Engineering / Trust,CORE,10_ENGINEERING,Alpha,REGISTERED,Release Review,Headquarters should fear loss of credibility more than loss of impressive features.
INTNET-0001,Intelligence Network,Intelligence / Architecture,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Departments; Event Bus,Internal secure network connecting all departments so recommendations feel institutional rather than isolated.
INTNET-0002,Secure Department Network,Intelligence / Architecture,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Event Bus; Council,"Defines how Guardian, Historian, Medical, Engineer, Internal Affairs, and Commander exchange observations."
INTNET-0003,Intelligence Feed,Intelligence / Messaging,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Secure Department Network,"Priority-based internal feed carrying behavior drift, fatigue, historical similarity, and system health signals."
INTNET-0004,Institutional Consensus Response,AI / Council,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Council; Intelligence Feed,"Commander speaks only after relevant departments contribute, unless Sentinel emergency authority is active."
INTNET-0005,Priority Messaging Levels,Intelligence / Protocol,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Intelligence Feed,"Priority White, Green, Amber, Red, Black for internal department communications."
INTNET-0006,Silent Department Communication,Institution / Background,IMPORTANT,06_INTELLIGENCE,Delta,REGISTERED,Intelligence Network,"Departments can update courses, archives, or research without interrupting the Operator."
INTNET-0007,Intelligence Case Lifecycle,Intelligence / Research,IMPORTANT,06_INTELLIGENCE,Delta,REGISTERED,Research Division; Historian,Evidence collection flow for recurring patterns before Commander receives conclusions.
INTNET-0008,Founder Review Protocol,Legacy / Governance,CORE,12_LEGACY,Delta,REGISTERED,Council; Constitution,Major doctrine or identity changes require Founder Test: would this still matter in ten years?
INTNET-0009,Request Traceability,Engineering / Audit,CORE,10_ENGINEERING,Charlie,REGISTERED,Event Bus; Archives,Every recommendation records which department initiated it and why.
COG-0001,Cognitive Architecture,Intelligence / Brain,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Council; Operator Model,Headquarters thinks like a council of specialists rather than a single omniscient AI.
COG-0002,Council Deliberation Delay,AI / Interaction,IMPORTANT,09_INTERFACE,Delta,REGISTERED,Council; Authorization Terminal,"Authorization may pause briefly to feel like institutional deliberation, not loading or instant AI output."
COG-0003,Memory Before Intelligence Rule,AI / Reasoning,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Historian; Archives,"Before recommending, Headquarters asks what has already been learned."
COG-0004,Three Institutional Questions,AI / Reasoning,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Historian; Operations; Commander,Every recommendation asks: Has this happened before? What does doctrine say? Who is in command?
COG-0005,Single Operator Model,AI / Data,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Behavior Engine; Archives,One continuously updated model of Joe; no department maintains a conflicting version.
COG-0006,Ghost Simulation Principle,AI / Ghost,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Ghost; Operator Model,Ghost does not predict; Ghost simulates Professional Joe under current conditions.
COG-0007,Historian Investigation Principle,AI / Historian,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Archives; Historian,Historian recovers operations and evidence rather than giving opinions.
COG-0008,Guardian Negotiation Principle,AI / Guardian,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Guardian,Guardian asks whether the mission can be completed with less exposure rather than simply saying no.
COG-0009,Working Memory,AI / Memory,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Mission State; HQOS,Temporary session context cleared or archived at mission end.
COG-0010,Long Memory,AI / Memory,CORE,06_INTELLIGENCE,Charlie,REGISTERED,Archives,"Long-term campaigns, doctrine, historical missions, and identity evolution."
COG-0011,Reflection Engine,AI / Night Operations,IMPORTANT,06_INTELLIGENCE,Delta,REGISTERED,Night Operations; Engineer; Historian,Nightly process asking what the institution learned today.
COG-0012,Curiosity Engine,AI / Research,IMPORTANT,06_INTELLIGENCE,Echo,REGISTERED,Research Division; Historian,Opens research cases when patterns appear but evidence is not yet enough for doctrine.
COG-0013,Wisdom Engine,AI / Philosophy,IMPORTANT,06_INTELLIGENCE,Echo,REGISTERED,Council; Commander,Values waiting and Operator reasoning over instant AI answers.
HQOS-0001,Everything Is An Event,HQOS / Architecture,CORE,07_HQOS,Alpha,REGISTERED,Event Bus,"HQOS models all actions as institutional events: deployment requested, mission archived, operator returned to civilian life."
HQOS-0002,Respond Not React Principle,HQOS / Behavior,CORE,07_HQOS,Alpha,REGISTERED,Council; Event Bus,Headquarters evaluates before responding; it does not impulsively react like normal apps.
HQOS-0003,One Truth Architecture,HQOS / Data,CORE,07_HQOS,Alpha,REGISTERED,Operator Model; Mission State; Doctrine Library,"There is one source of truth for Operator Model, Mission State, Doctrine Library, and Archives."
HQOS-0004,Context Awareness Layer,HQOS / Context,CORE,07_HQOS,Bravo,REGISTERED,Operator Model; Mission State,"HQOS knows time, campaign, operator condition, guardian status, capital mode, and season at startup."
HQOS-0005,Mission Kernel,HQOS / State Machine,CORE,07_HQOS,Alpha,REGISTERED,Mission Lifecycle,"Every mission behaves like a process: created, active, complete, debrief pending, archived, closed."
HQOS-0006,Consciousness Loop,HQOS / Loop,CORE,07_HQOS,Bravo,REGISTERED,Heartbeat; Event Bus,"Recurring loop: has anything changed, who needs to know, should anything happen, otherwise remain silent."
HQOS-0007,Behavioral Resource Management,HQOS / Resources,IMPORTANT,07_HQOS,Charlie,REGISTERED,Operator Model,"Treats attention, patience, judgment, confidence, and mental noise as operational resources."
HQOS-0008,Behavioral Threads,HQOS / Architecture,IMPORTANT,07_HQOS,Charlie,REGISTERED,Mission Kernel; Guardian; Campaign,"Parallel threads for mission, guardian, campaign, and recovery. Commander integrates them."
HQOS-0009,Interrupt Handling,HQOS / Priority,CORE,07_HQOS,Charlie,REGISTERED,Sentinel; Priority Levels,Emergency events can interrupt normal flow; Sentinel has emergency authority.
HQOS-0010,Background Services,HQOS / Services,CORE,07_HQOS,Bravo,REGISTERED,Night Operations,"Historian indexing, Engineer audits, Academy generation, Archive integrity checks."
HQOS-0011,Operational Anomaly Handling,HQOS / Error Handling,CORE,07_HQOS,Bravo,REGISTERED,Engineer,"System errors are framed as operational anomalies, isolated by Engineering without breaking institutional tone."
HQOS-0012,Department Bus,HQOS / Event Routing,CORE,07_HQOS,Alpha,REGISTERED,Event Bus; Departments,Departments subscribe to mission and system events; no brittle direct coupling.
HQOS-0013,Core Loop,HQOS / Kernel,CORE,07_HQOS,Alpha,REGISTERED,Consciousness Loop,"Observe, understand, evaluate, decide, preserve, learn, repeat."
TIME-0001,Time Architecture,Operations / Time,CORE,05_OPERATIONS,Bravo,REGISTERED,Mission Lifecycle; Campaigns,"Headquarters thinks in Mission Time, Campaign Time, and Career Time simultaneously."
TIME-0002,Three Clocks,Interface / Time,IMPORTANT,09_INTERFACE,Delta,REGISTERED,Time Architecture,"Displays mission day, campaign day/progress, and career year/mission count."
TIME-0003,Long War Perspective,Operations / Psychology,CORE,05_OPERATIONS,Bravo,REGISTERED,Career Timeline,Frames bad weeks as campaign interruptions rather than career endings.
TIME-0004,Career Timeline,Legacy / Time,IMPORTANT,12_LEGACY,Delta,REGISTERED,Archives; Campaign Books,"Vertical career progression from Recruit to Master Operator, showing campaigns, doctrine, and milestones."
TIME-0005,Operator Seasons,Operations / Seasons,IMPORTANT,05_OPERATIONS,Delta,REGISTERED,Campaign System,"Learning, Execution, Guardian, Recovery, and Research seasons."
TIME-0006,Campaign Objective System,Operations / Campaigns,CORE,05_OPERATIONS,Bravo,REGISTERED,Campaign Lifecycle,"Campaign objectives are behavior-based and controllable, e.g. increase average waiting time."
TIME-0007,Three Forms of Patience,Operator / Psychology,IMPORTANT,04_OPERATOR,Charlie,REGISTERED,Patience Meter; Time Architecture,"Tactical patience, operational patience, strategic patience."
TIME-0008,Campaign Room,Building / Strategy,IMPORTANT,03_BUILDING,Delta,REGISTERED,Campaign System,"Room for quarterly/monthly campaign objectives, pins, strings, and long-term mission view."
TIME-0009,Mission Drift Detection,Operations / Detection,CORE,05_OPERATIONS,Charlie,REGISTERED,Campaign Objective System; Behavior Engine,Detects behavior that no longer supports current campaign objective.
TIME-0010,Strategic Map,Interface / Legacy,IMPORTANT,09_INTERFACE,Echo,REGISTERED,Career Timeline; Campaign Map,"Zoomable map from day to year to career; market is not the story, Operator evolution is."
TIME-0011,Future Archive Shelves,Legacy / Symbolism,OPTIONAL,12_LEGACY,Echo,REGISTERED,Archives,"Empty shelves labeled future campaigns, showing Headquarters expects the Operator to still be here."
TIME-0012,Institutional Maturity Metric,Legacy / Institution,IMPORTANT,12_LEGACY,Echo,REGISTERED,Doctrine; Archives,"Measures institution maturity based on doctrine stability, campaign history, foundational laws, and behavioral confidence."
TIME-0013,Archives Naming Doctrine,Archives / Language,CORE,08_ARCHIVES,Alpha,REGISTERED,SQLite Archives,Database is called Archives in all operator-facing language. Saves are archived; backups are archives secured.
TIME-0014,First Debrief vs Current Debrief Reflection,Legacy / Experience,IMPORTANT,12_LEGACY,Echo,REGISTERED,Archives; Debrief,Years later compares first debrief with current debrief to show operator transformation.
RHY-0001,Rhythm Engine,Operations / Rhythm,CORE,05_OPERATIONS,Charlie,REGISTERED,Time Architecture; HQOS Heartbeat,"Creates institutional cadence: daily, weekly, monthly, annual rhythms."
RHY-0002,Daily Operational Rhythm,Operations / Routine,CORE,05_OPERATIONS,Bravo,REGISTERED,Rhythm Engine,"Morning briefing, execution window, evening debrief, night operations."
RHY-0003,Weekly Operational Rhythm,Operations / Routine,IMPORTANT,05_OPERATIONS,Delta,REGISTERED,Rhythm Engine; Campaigns,"Monday launch, midweek doctrine review, Friday campaign assessment, weekend Academy/maintenance."
RHY-0004,Monday Ceremony,Ceremony / Weekly,IMPORTANT,05_OPERATIONS,Delta,REGISTERED,Campaign Flags; Weekly Rhythm,"Campaign banners unfurl, weekly board appears, previous outcomes archived."
RHY-0005,Friday Campaign Closure,Ceremony / Weekly,IMPORTANT,05_OPERATIONS,Delta,REGISTERED,Weekly Rhythm,Week concludes with quiet flag lowering and archive transition.
RHY-0006,Monthly Council Review,Ceremony / Monthly,IMPORTANT,05_OPERATIONS,Delta,REGISTERED,Council; Rhythm Engine,Last Friday monthly institutional review from departments.
RHY-0007,Seasonal Headquarters Changes,Building / Seasonality,OPTIONAL,03_BUILDING,Echo,REGISTERED,Rhythm Engine,Subtle seasonal atmosphere shifts across the year.
RHY-0008,Annual Review Ceremony,Ceremony / Annual,IMPORTANT,12_LEGACY,Echo,REGISTERED,Annual Stewardship Review,Full-year review by institution and operator without profit as the central metric.
RHY-0009,Scheduled Silence,Operations / Silence,IMPORTANT,05_OPERATIONS,Delta,REGISTERED,Silence Budget; Strategic Silence,Planned periods where Headquarters intentionally says nothing.
RHY-0010,Institutional Bell Policy,Interface / Sound,IMPORTANT,09_INTERFACE,Echo,REGISTERED,Institutional Bell,"Bell rings rarely for doctrine becoming foundational, campaign end, major recovery, or long preservation milestone."
ELEG-0001,Five Gates Review,Engineering / Review,CORE,10_ENGINEERING,Alpha,REGISTERED,Rule of Elegance,"Every feature passes Mission, Identity, Institution, Longevity, and Silence gates."
ELEG-0002,Museum Test,Engineering / Longevity,IMPORTANT,10_ENGINEERING,Alpha,REGISTERED,Founder Test,Would the feature make sense in a 2050 museum exhibit about Headquarters?
ELEG-0003,Uniform Rule,Design / Meaning,IMPORTANT,09_INTERFACE,Delta,REGISTERED,No Decoration Rule,Every visual element functions like a uniform badge: it means something or is removed.
ELEG-0004,Empty Space Confidence Rule,Design / Simplicity,CORE,09_INTERFACE,Alpha,REGISTERED,70/20/10 Principle,Empty space is not unfinished; it communicates confidence.
ELEG-0005,Wall Test,Design / Simplicity,IMPORTANT,09_INTERFACE,Alpha,REGISTERED,Rule of Elegance,"For any wall or screen, remove until only the essential remains."
ELEG-0006,One Purpose Per Room,Building / Simplicity,CORE,03_BUILDING,Bravo,REGISTERED,Room Registry,"If a room develops two primary purposes, split it."
ELEG-0007,Architecture Does Not Explain Itself,Design / Experience,IMPORTANT,09_INTERFACE,Delta,REGISTERED,Presence Engine,"Rooms should be understood through experience, not tutorial narration."
ELEG-0008,Mental Weight Rule,Design / Attention,IMPORTANT,09_INTERFACE,Delta,REGISTERED,Attention Protection,Every feature has mental weight; high-weight features must be rare and meaningful.
ELEG-0009,Feature Retirement Ceremony,Engineering / Evolution,IMPORTANT,10_ENGINEERING,Echo,REGISTERED,Evolution Doctrine,Systems can retire when they have fulfilled their purpose.
ELEG-0010,Engineering Restraint Rule,Engineering / Culture,CORE,10_ENGINEERING,Alpha,REGISTERED,Engineering Oath,Developers must practice the restraint that Headquarters asks of the Operator.
ELEG-0011,Attention Protection Doctrine,Design / Attention,CORE,09_INTERFACE,Alpha,REGISTERED,Silence; No Decoration,Every design decision asks whether it deserves seconds of the Operator’s life.
ELEG-0012,Thirty Year Test,Engineering / Longevity,CORE,10_ENGINEERING,Alpha,REGISTERED,Founder Test; Evolution Doctrine,"Build only what remains aligned in 2030, 2040, 2050, 2060."
ELEG-0013,Zero Onboarding Discovery,Experience / Onboarding,OPTIONAL,09_INTERFACE,Echo,REGISTERED,Academy; Interface,"Headquarters should be discovered like joining an institution, not explained through a generic tutorial."
EVOL-0001,Evolution Doctrine,Legacy / Evolution,CORE,12_LEGACY,Alpha,REGISTERED,Constitution; Archives,"Headquarters evolves in generations, not ordinary software versions."
EVOL-0002,Doctrine Updates Instead of Feature Updates,Legacy / Versioning,CORE,12_LEGACY,Alpha,REGISTERED,Evolution Doctrine,Software updates are framed as doctrine updates or campaigns with evidence and institutional reasoning.
EVOL-0003,Update Story Requirement,Legacy / Versioning,IMPORTANT,12_LEGACY,Alpha,REGISTERED,Doctrine Updates,Every major update explains why it exists and what institutional evidence led to it.
EVOL-0004,History Never Deleted Rule,Archives / Preservation,CORE,08_ARCHIVES,Alpha,REGISTERED,Archives; Doctrine Retirement,"Deprecated items are retired and archived, never deleted."
EVOL-0005,Archive Security Doctrine,Archives / Integrity,CORE,08_ARCHIVES,Alpha,REGISTERED,SQLite Archives; Backups,"Archives are treated like national archives: encrypted backups, verification, integrity checks."
EVOL-0006,Headquarters Promotion System,Legacy / Institution,IMPORTANT,12_LEGACY,Echo,REGISTERED,Institutional Maturity,Headquarters itself can be promoted as its doctrine and history mature.
EVOL-0007,Constitutional Amendment Process,Constitution / Governance,CORE,01_CONSTITUTION,Alpha,REGISTERED,Constitution; Council,"Constitution is never casually edited, only amended through evidence and review."
EVOL-0008,Foundational Cases,Archives / Case Law,IMPORTANT,08_ARCHIVES,Delta,REGISTERED,Historian; Doctrine,"Famous missions that shaped doctrine, studied like legal or military cases."
EVOL-0009,Institutional Myths,Legacy / Culture,IMPORTANT,12_LEGACY,Echo,REGISTERED,Foundational Cases; Myth Library,Symbolic true stories that become shorthand for lessons.
EVOL-0010,Self-Correcting Institution,Engineering / Feedback,CORE,10_ENGINEERING,Charlie,REGISTERED,Engineer; Historian; Doctrine Validation,Headquarters flags weakening doctrine and initiates research without ego.
EVOL-0011,Wisdom Threshold,Doctrine / Evidence,CORE,08_ARCHIVES,Charlie,REGISTERED,Doctrine Validation,Rules require large evidence base before becoming official doctrine.
EVOL-0012,Living Doctrine Pages,Archives / Doctrine,CORE,08_ARCHIVES,Charlie,REGISTERED,Doctrine Library,"Each doctrine page tracks creation, evidence base, support, review, and confidence."
EVOL-0013,Hall of Architects,Engineering / Legacy,IMPORTANT,10_ENGINEERING,Echo,REGISTERED,Founders Journal,Builder-facing room/document preserving why design decisions were made.
EVOL-0014,Technology Serves Doctrine Rule,Engineering / Longevity,CORE,10_ENGINEERING,Alpha,REGISTERED,Thirty Year Test,New technology is adopted only if it strengthens disciplined execution.
EVOL-0015,Legacy Clock,Legacy / Continuity,OPTIONAL,12_LEGACY,Echo,REGISTERED,Evolution Doctrine,Displays how long the institution has been operational.
EVOL-0016,Founder Never Replaced Rule,Legacy / Founder,CORE,12_LEGACY,Alpha,REGISTERED,Founder,Origins are honored; future architects add chapters but never rewrite the first page.
EVOL-0017,Outlive Creator Principle,Legacy / Institution,IMPORTANT,12_LEGACY,Echo,REGISTERED,Evolution Doctrine,Headquarters should make sense beyond Joe because it is built around professionalism.
EVOL-0018,Why Headquarters Exists Document,Legacy / Annual,IMPORTANT,12_LEGACY,Echo,REGISTERED,Legacy Vault,Annual document updated to deepen understanding of the institution’s purpose.
REPO-0001,Headquarters Design Repository,Project / Repository,CORE,00_PROJECT,Alpha,REGISTERED,Master Index,"HDR is the canonical source of truth; chat is discussion, HDR is law."
REPO-0002,Headquarters Knowledge Base,Project / Repository,CORE,00_PROJECT,Alpha,REGISTERED,HDR,HKB is the body of knowledge within the HDR that future AI agents and developers can reference.
REPO-0003,Atomic Specification Files,Project / Repository,CORE,00_PROJECT,Alpha,REGISTERED,Master Index IDs,Each concept receives its own maintainable spec file rather than being buried in giant prose documents.
REPO-0004,Document Locking Process,Project / Governance,IMPORTANT,00_PROJECT,Alpha,REGISTERED,Version Control,Documents can be locked and amended through version control rather than silently rewritten.
REPO-0005,Repository Completion Statistics,Project / Tracking,IMPORTANT,00_PROJECT,Bravo,REGISTERED,Master Index,"Repository tracks number of objects, files, specs, and completion percentage."
EXP-0001,Room Emotional Targets,Experience / UX,CORE,09_INTERFACE,Bravo,REGISTERED,Building Registry,"Each room defines what the Operator should feel: safe, alert, accountable, reflective, protected, or relieved."
EXP-0002,Entrance Hall Experience,Experience / UX,CORE,09_INTERFACE,Bravo,REGISTERED,Entrance Hall; Presence Engine,"High ceiling, concrete, steel, crest, silence, and doctrine sentence create institutional transition."
EXP-0003,Observation Reward Experience,Experience / Psychology,CORE,09_INTERFACE,Bravo,REGISTERED,Observation Room; Patience Meter,Waiting is validated through restraint acknowledgement without gamifying it.
EXP-0004,Authorization Stamp Experience,Experience / Interaction,CORE,09_INTERFACE,Bravo,REGISTERED,Authorization Terminal; Council Deliberation,Authorization produces a mechanical institutional stamp rather than a generic approval message.
EXP-0005,Mission Management Silence,Experience / Execution,CORE,09_INTERFACE,Bravo,REGISTERED,Deployment; Tactical Silence,"During active mission, Headquarters removes distractions and trusts the Operator."
EXP-0006,Target Hit Return Experience,Experience / Guardian,IMPORTANT,09_INTERFACE,Delta,REGISTERED,Operation Sunset; Return to Base,"After target, lighting warms and Guardian recommends Return to Base rather than celebration."
EXP-0007,Archive Stamping Experience,Experience / Memory,IMPORTANT,09_INTERFACE,Delta,REGISTERED,Archives; Mission Archive Ceremony,"Mission is placed into Archives and stamped, making completion feel permanent."
EXP-0008,Exit To Civilian Life Experience,Experience / Shutdown,IMPORTANT,09_INTERFACE,Delta,REGISTERED,Last Door; Shutdown Sequence,"Commander final sentence, doors close, user returns to ordinary life with institution carried internally."
