id,name,phase,category,priority,status,path
PH4-0071,Mission Timeline,3.0-4.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0071_Mission_Timeline.md
PH4-0072,Chain Of Failure,3.0-4.0,Archives,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0072_Chain_Of_Failure.md
PH4-0073,Chain Of Excellence,3.0-4.0,Archives,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0073_Chain_Of_Excellence.md
PH4-0074,Butterfly Effect Engine,3.0-4.0,AI,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0074_Butterfly_Effect_Engine.md
PH4-0075,Point Of No Return Detection,3.0-4.0,AI,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0075_Point_Of_No_Return_Detection.md
PH4-0076,Intervention Ladder,3.0-4.0,AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0076_Intervention_Ladder.md
PH4-0077,Mission Pulse,3.0-4.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0077_Mission_Pulse.md
PH4-0078,Mission DNA,3.0-4.0,Archives,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0078_Mission_DNA.md
PH4-0079,Hall Of Decisions,3.0-4.0,Room,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0079_Hall_Of_Decisions.md
PH4-0080,Behavioral Cascade Detection,3.0-4.0,System,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0080_Behavioral_Cascade_Detection.md
